Чек_товар;Номер чека;Номер позиции ;Товар;Магазин;День;Месяц;Оборот с НДС;Штуки;NETVAL_INV;TAX_AMOUNT;Подсчет чеков
906214044 1000033948        ;906214044 ;1;1000033948        ;M001;20210106;202101;32;1;29,09;2,91;1
906214044 1000034005        ;906214044 ;2;1000034005        ;M001;20210106;202101;240;4;200,00;40,00;2
906234636 19380             ;906234636 ;1;19380             ;M009;20210106;202101;62;1;51,67;10,33;1
906234636 26703             ;906234636 ;2;26703             ;M009;20210106;202101;42;1;35,00;7,00;2
906234636 26703             ;906234636 ;3;26703             ;M009;20210106;202101;42;1;35,00;7,00;3
906262758 17637             ;906262758 ;1;17637             ;M011;20210106;202101;870;1;725,00;145,00;1
906274808 2036355002        ;906274808 ;1;2036355002        ;M003;20210106;202101;48;3;40,00;8,00;1
906274808 2036355003        ;906274808 ;2;2036355003        ;M003;20210106;202101;392;1;326,67;65,33;2
906277889 1000051976        ;906277889 ;1;1000051976        ;M003;20210106;202101;576;3;480,00;96,00;1
906281678 107718661         ;906281678 ;1;107718661         ;M007;20210106;202101;260;1;216,67;43,33;1
906281678 107722741         ;906281678 ;2;107722741         ;M007;20210106;202101;78;1;70,91;7,09;2
906281678 107781986         ;906281678 ;3;107781986         ;M007;20210106;202101;1351;1;1125,83;225,17;3
906281678 107783623         ;906281678 ;4;107783623         ;M007;20210106;202101;1934;2;1758,18;175,82;4
906281678 107784642         ;906281678 ;5;107784642         ;M007;20210106;202101;37;1;30,83;6,17;5
906285612 1000073517        ;906285612 ;1;1000073517        ;M013;20210106;202101;36;1;30,00;6,00;1
906285612 1000073520        ;906285612 ;2;1000073520        ;M013;20210106;202101;78;1;65,00;13,00;2
906302771 1000034366        ;906302771 ;1;1000034366        ;M013;20210106;202101;143;1;119,17;23,83;1
906302780 1000067772        ;906302780 ;10;1000067772        ;M001;20210106;202101;3;1;2,73;0,27;1
906324588 7000009745        ;906324588 ;1;7000009745        ;M005;20210106;202101;97;1;80,83;16,17;1
906331075 134584            ;906331075 ;1;134584            ;M004;20210106;202101;6;1;5,00;1,00;1
906331075 134856            ;906331075 ;2;134856            ;M004;20210106;202101;16;1;13,33;2,67;2
906331457 135479            ;906331457 ;1;135479            ;M002;20210106;202101;25;1;22,73;2,27;1
906360229 1000036178        ;906360229 ;1;1000036178        ;M003;20210106;202101;335;1;279,17;55,83;1
906360237 2034650006        ;906360237 ;10;2034650006        ;M003;20210106;202101;268;1;243,64;24,36;1
906387514 19758             ;906387514 ;1;19758             ;M006;20210106;202101;519;1;432,50;86,50;1
906387514 30600             ;906387514 ;2;30600             ;M006;20210106;202101;66;1;55,00;11,00;2
906396563 1000037709        ;906396563 ;1;1000037709        ;M014;20210106;202101;221;1;200,91;20,09;1
906401045 35174             ;906401045 ;1;35174             ;M008;20210106;202101;224;1;186,67;37,33;1
906409739 1000036192        ;906409739 ;1;1000036192        ;M008;20210106;202101;908;1;756,67;151,33;1
906424896 7000009745        ;906424896 ;1;7000009745        ;M005;20210106;202101;97;1;80,83;16,17;1
906452696 55616             ;906452696 ;1;55616             ;M005;20210106;202101;28;1;23,33;4,67;1
906452696 71165             ;906452696 ;2;71165             ;M005;20210106;202101;72;3;60,00;12,00;2
906452696 135479            ;906452696 ;3;135479            ;M005;20210106;202101;75;3;68,18;6,82;3
906229848 7000009745        ;906229848 ;1;7000009745        ;M011;20210107;202101;97;1;80,83;16,17;1
906245793 2037723002        ;906245793 ;1;2037723002        ;M003;20210107;202101;7;1;5,83;1,17;1
906245793 2037723003        ;906245793 ;2;2037723003        ;M003;20210107;202101;22;1;18,33;3,67;2
906245793 2037723004        ;906245793 ;3;2037723004        ;M003;20210107;202101;58;1;48,33;9,67;3
906245793 2037733003        ;906245793 ;4;2037733003        ;M003;20210107;202101;944;1;786,67;157,33;4
906275516 2035051002        ;906275516 ;1;2035051002        ;M005;20210107;202101;151;1;125,83;25,17;1
906275516 2035058002        ;906275516 ;2;2035058002        ;M005;20210107;202101;1272;4;1060,00;212,00;2
906280692 1000031661        ;906280692 ;1;1000031661        ;M003;20210107;202101;17;1;14,17;2,83;1
906282442 1000052692        ;906282442 ;1;1000052692        ;M012;20210107;202101;467;1;389,17;77,83;1
906282442 1000052700        ;906282442 ;2;1000052700        ;M012;20210107;202101;69;1;57,50;11,50;2
906282442 1000052908        ;906282442 ;3;1000052908        ;M012;20210107;202101;667;1;555,83;111,17;3
906282442 1000052909        ;906282442 ;4;1000052909        ;M012;20210107;202101;34;1;30,91;3,09;4
906288475 7000009745        ;906288475 ;1;7000009745        ;M003;20210107;202101;97;1;80,83;16,17;1
906290574 737227            ;906290574 ;1;737227            ;M005;20210107;202101;9;1;7,50;1,50;1
906290574 737229            ;906290574 ;2;737229            ;M005;20210107;202101;231;1;210,00;21,00;2
906295361 102616691         ;906295361 ;1;102616691         ;M002;20210107;202101;91;1;75,83;15,17;1
906295368 2033544001        ;906295368 ;10;2033544001        ;M012;20210107;202101;80;1;72,73;7,27;1
906297565 2034801002        ;906297565 ;1;2034801002        ;M003;20210107;202101;89;1;74,17;14,83;1
906297565 2034806003        ;906297565 ;2;2034806003        ;M003;20210107;202101;55;1;50,00;5,00;2
906297565 2034806004        ;906297565 ;3;2034806004        ;M003;20210107;202101;50;1;41,67;8,33;3
906297565 2034816001        ;906297565 ;4;2034816001        ;M003;20210107;202101;96;1;87,27;8,73;4
906297565 2034835001        ;906297565 ;5;2034835001        ;M003;20210107;202101;99;3;82,50;16,50;5
906297565 2034847003        ;906297565 ;6;2034847003        ;M003;20210107;202101;94;1;78,33;15,67;6
906297565 2034879002        ;906297565 ;7;2034879002        ;M003;20210107;202101;38;1;31,67;6,33;7
906297565 2034885006        ;906297565 ;8;2034885006        ;M003;20210107;202101;4122;1;3435,00;687,00;8
906325898 1000013861        ;906325898 ;1;1000013861        ;M003;20210107;202101;27;1;24,55;2,45;1
906325898 1000014220        ;906325898 ;2;1000014220        ;M003;20210107;202101;64;1;53,33;10,67;2
906325898 1000014223        ;906325898 ;3;1000014223        ;M003;20210107;202101;45;1;37,50;7,50;3
906331074 18452             ;906331074 ;1;18452             ;M003;20210107;202101;52;1;43,33;8,67;1
906345688 108298751         ;906345688 ;1;108298751         ;M005;20210107;202101;84;3;76,36;7,64;1
906345688 108298769         ;906345688 ;2;108298769         ;M005;20210107;202101;87;1;72,50;14,50;2
906345688 108298785         ;906345688 ;3;108298785         ;M005;20210107;202101;79;1;65,83;13,17;3
906345689 1000040333        ;906345689 ;1;1000040333        ;M001;20210107;202101;183;3;166,36;16,64;1
906345690 1000064834        ;906345690 ;1;1000064834        ;M003;20210107;202101;447;1;372,50;74,50;1
906345690 1000064847        ;906345690 ;2;1000064847        ;M003;20210107;202101;887;1;806,36;80,64;2
906345690 1000064930        ;906345690 ;3;1000064930        ;M003;20210107;202101;16;1;13,33;2,67;3
906345690 1000064946        ;906345690 ;4;1000064946        ;M003;20210107;202101;1599;1;1332,50;266,50;4
906345690 1000064948        ;906345690 ;5;1000064948        ;M003;20210107;202101;90;2;81,82;8,18;5
906345690 1000065007        ;906345690 ;6;1000065007        ;M003;20210107;202101;70;1;63,64;6,36;6
906345690 1000065011        ;906345690 ;7;1000065011        ;M003;20210107;202101;89;1;74,17;14,83;7
906345690 1000065042        ;906345690 ;8;1000065042        ;M003;20210107;202101;36;4;30,00;6,00;8
906345690 1000065184        ;906345690 ;9;1000065184        ;M003;20210107;202101;23;1;19,17;3,83;9
906345690 1000065200        ;906345690 ;10;1000065200        ;M003;20210107;202101;65;1;54,17;10,83;10
906345690 1000065212        ;906345690 ;11;1000065212        ;M003;20210107;202101;204;4;170,00;34,00;11
906345690 1000065217        ;906345690 ;12;1000065217        ;M003;20210107;202101;39;1;32,50;6,50;12
906345690 1000065218        ;906345690 ;13;1000065218        ;M003;20210107;202101;65;1;59,09;5,91;13
906345690 1000065241        ;906345690 ;14;1000065241        ;M003;20210107;202101;165;1;137,50;27,50;14
906345690 1000065316        ;906345690 ;15;1000065316        ;M003;20210107;202101;40;1;36,36;3,64;15
906345690 1000065317        ;906345690 ;16;1000065317        ;M003;20210107;202101;3216;1;2680,00;536,00;16
906345690 1000065318        ;906345690 ;17;1000065318        ;M003;20210107;202101;40;4;33,33;6,67;17
906345690 1000065422        ;906345690 ;18;1000065422        ;M003;20210107;202101;30;2;25,00;5,00;18
906345690 1000065475        ;906345690 ;19;1000065475        ;M003;20210107;202101;22;1;20,00;2,00;19
906373861 17637             ;906373861 ;1;17637             ;M013;20210107;202101;2610;3;2175,00;435,00;1
906373861 18452             ;906373861 ;2;18452             ;M013;20210107;202101;52;1;43,33;8,67;2
906531908 107087732         ;906531908 ;1;107087732         ;M011;20210107;202101;19;1;15,83;3,17;1
906531908 1000046442        ;906531908 ;2;1000046442        ;M011;20210107;202101;846;3;705,00;141,00;2
906235975 818063            ;906235975 ;1;818063            ;M001;20210108;202101;29;1;24,17;4,83;1
906235975 852169            ;906235975 ;2;852169            ;M001;20210108;202101;36;1;32,73;3,27;2
906235975 897868            ;906235975 ;3;897868            ;M001;20210108;202101;96;3;80,00;16,00;3
906235975 902166            ;906235975 ;4;902166            ;M001;20210108;202101;21;1;17,50;3,50;4
906277370 2032728006        ;906277370 ;1;2032728006        ;M003;20210108;202101;182;2;151,67;30,33;1
906277370 2032729001        ;906277370 ;2;2032729001        ;M003;20210108;202101;184;1;153,33;30,67;2
906277370 2032730001        ;906277370 ;3;2032730001        ;M003;20210108;202101;31;1;25,83;5,17;3
906277370 2032805001        ;906277370 ;4;2032805001        ;M003;20210108;202101;99;1;82,50;16,50;4
906277370 2032805005        ;906277370 ;5;2032805005        ;M003;20210108;202101;27;1;22,50;4,50;5
906278298 7000009745        ;906278298 ;1;7000009745        ;M010;20210108;202101;97;1;80,83;16,17;1
906313342 17657             ;906313342 ;1;17657             ;M009;20210108;202101;32;1;26,67;5,33;1
906333839 1000033027        ;906333839 ;1;1000033027        ;M009;20210108;202101;978;1;815,00;163,00;1
906333839 1000033219        ;906333839 ;2;1000033219        ;M009;20210108;202101;38;1;34,55;3,45;2
906333839 1000033227        ;906333839 ;3;1000033227        ;M009;20210108;202101;14;1;12,73;1,27;3
906336321 2036934004        ;906336321 ;1;2036934004        ;M002;20210108;202101;3881;1;3234,17;646,83;1
906342184 1000028676        ;906342184 ;1;1000028676        ;M001;20210108;202101;72;1;65,45;6,55;1
906342192 2031404001        ;906342192 ;10;2031404001        ;M008;20210108;202101;36;1;30,00;6,00;1
906382057 1000028676        ;906382057 ;1;1000028676        ;M005;20210108;202101;72;1;65,45;6,55;1
906382065 2031404001        ;906382065 ;10;2031404001        ;M006;20210108;202101;36;1;30,00;6,00;1
906396565 1000054080        ;906396565 ;1;1000054080        ;M008;20210108;202101;31;1;25,83;5,17;1
906396565 1000054193        ;906396565 ;2;1000054193        ;M008;20210108;202101;330;1;275,00;55,00;2
906396565 1000054323        ;906396565 ;3;1000054323        ;M008;20210108;202101;195;1;177,27;17,73;3
906396565 1000054328        ;906396565 ;4;1000054328        ;M008;20210108;202101;3828;1;3480,00;348,00;4
906396565 1000054385        ;906396565 ;5;1000054385        ;M008;20210108;202101;358;1;298,33;59,67;5
906396565 1000054393        ;906396565 ;6;1000054393        ;M008;20210108;202101;30;1;25,00;5,00;6
906396565 1000054400        ;906396565 ;7;1000054400        ;M008;20210108;202101;39;1;32,50;6,50;7
906397977 1000043181        ;906397977 ;1;1000043181        ;M003;20210108;202101;123;3;102,50;20,50;1
906397977 1000043251        ;906397977 ;2;1000043251        ;M003;20210108;202101;69;1;57,50;11,50;2
906397977 1000043254        ;906397977 ;3;1000043254        ;M003;20210108;202101;4;1;3,33;0,67;3
906397977 1000043256        ;906397977 ;4;1000043256        ;M003;20210108;202101;51;1;42,50;8,50;4
906397977 1000043257        ;906397977 ;5;1000043257        ;M003;20210108;202101;31;1;25,83;5,17;5
906397977 1000043258        ;906397977 ;6;1000043258        ;M003;20210108;202101;62;1;51,67;10,33;6
906397977 1000043301        ;906397977 ;7;1000043301        ;M003;20210108;202101;97;1;80,83;16,17;7
906397977 1000043349        ;906397977 ;8;1000043349        ;M003;20210108;202101;70;1;63,64;6,36;8
906397977 1000043451        ;906397977 ;9;1000043451        ;M003;20210108;202101;50;1;41,67;8,33;9
906397977 1000043455        ;906397977 ;10;1000043455        ;M003;20210108;202101;2164;1;1803,33;360,67;10
906397977 1000043495        ;906397977 ;11;1000043495        ;M003;20210108;202101;24;1;20,00;4,00;11
906397977 1000043657        ;906397977 ;12;1000043657        ;M003;20210108;202101;51;1;42,50;8,50;12
906397977 1000044099        ;906397977 ;13;1000044099        ;M003;20210108;202101;28;1;23,33;4,67;13
906397977 1000044101        ;906397977 ;14;1000044101        ;M003;20210108;202101;2047;1;1860,91;186,09;14
906397977 1000044149        ;906397977 ;15;1000044149        ;M003;20210108;202101;905;1;754,17;150,83;15
906397977 1000044154        ;906397977 ;16;1000044154        ;M003;20210108;202101;184;1;153,33;30,67;16
906397977 1000044239        ;906397977 ;17;1000044239        ;M003;20210108;202101;1254;3;1045,00;209,00;17
906397977 1000044242        ;906397977 ;18;1000044242        ;M003;20210108;202101;59;1;49,17;9,83;18
906397977 1000044248        ;906397977 ;19;1000044248        ;M003;20210108;202101;73;1;60,83;12,17;19
906424737 107436980         ;906424737 ;1;107436980         ;M001;20210108;202101;200;4;166,67;33,33;1
906424737 107437077         ;906424737 ;2;107437077         ;M001;20210108;202101;15;1;12,50;2,50;2
906439595 55147             ;906439595 ;1;55147             ;M003;20210108;202101;91;1;75,83;15,17;1
906448433 25379             ;906448433 ;1;25379             ;M003;20210108;202101;68;1;56,67;11,33;1
906448433 55443             ;906448433 ;2;55443             ;M003;20210108;202101;34;1;28,33;5,67;2
906448433 55445             ;906448433 ;3;55445             ;M003;20210108;202101;60;1;54,55;5,45;3
906448433 55446             ;906448433 ;4;55446             ;M003;20210108;202101;25;1;20,83;4,17;4
906448433 55571             ;906448433 ;5;55571             ;M003;20210108;202101;52;1;47,27;4,73;5
906451465 7000009745        ;906451465 ;1;7000009745        ;M001;20210108;202101;97;1;80,83;16,17;1
906452697 17657             ;906452697 ;1;17657             ;M006;20210108;202101;32;1;26,67;5,33;1
906452697 18720             ;906452697 ;2;18720             ;M006;20210108;202101;932;1;776,67;155,33;2
906452697 30598             ;906452697 ;3;30598             ;M006;20210108;202101;90;3;81,82;8,18;3
906478568 2034207004        ;906478568 ;1;2034207004        ;M005;20210108;202101;153;1;127,50;25,50;1
906498716 55616             ;906498716 ;1;55616             ;M011;20210108;202101;28;1;23,33;4,67;1
906498716 477998            ;906498716 ;2;477998            ;M011;20210108;202101;56;1;46,67;9,33;2
906498716 478001            ;906498716 ;3;478001            ;M011;20210108;202101;73;1;60,83;12,17;3
906498716 478002            ;906498716 ;4;478002            ;M011;20210108;202101;46;1;38,33;7,67;4
906498716 478023            ;906498716 ;5;478023            ;M011;20210108;202101;2;2;1,67;0,33;5
906498716 921846            ;906498716 ;6;921846            ;M011;20210108;202101;232;4;210,91;21,09;6
906498716 921847            ;906498716 ;7;921847            ;M011;20210108;202101;268;1;223,33;44,67;7
